,month,date,year,title,link
28,1,1,1757년,[음]혼기를 놓친 사대부·서인들을 돌보아 혼인하도록 도와주게 함,http://sillok.history.go.kr/id/kua_13301001_003
29,1,1,1754년,[음]새해를 맞아 권농 윤음을 내림,http://sillok.history.go.kr/id/kua_13001001_002
30,1,1,1753년,[음]공물 아문의 폐단과 군병의 재능을 시험하는 것에 관해 하교함,http://sillok.history.go.kr/id/kua_12901001_001
31,1,1,1748년,[음]새해를 맞아 권농할 것을 전교함,http://sillok.history.go.kr/id/kua_12401001_001
32,1,1,1741년,[음]새해를 맞아 농사를 권장하는 윤음을 지어 전국에 반포함,http://sillok.history.go.kr/id/kua_11701001_001
33,1,1,1734년,[음]농사를 권장하기 위해 《농가집성(農家集成)》을 인쇄하여 반포하게 함,http://sillok.history.go.kr/id/kua_11001001_002
34,1,1,1716년,[음]재해가 심한 제주도에 진휼 곡식을 더 보내게 함,http://sillok.history.go.kr/id/ksa_14201001_001
35,1,1,1715년,[음]새해를 맞아 권농할 것을 전교함,http://sillok.history.go.kr/id/ksa_14101001_001
36,1,1,1713년,[음]새해를 맞아 권농할 것을 전교함,http://sillok.history.go.kr/id/ksa_13901001_002
37,1,1,1712년,[음]새해를 맞아 권농 윤음을 내림,http://sillok.history.go.kr/id/ksa_13801001_001
38,1,1,1711년,[음]새해를 맞아 권농 윤음을 내림,http://sillok.history.go.kr/id/ksa_13701001_001
39,1,1,1671년,[음]관리와 사대부에게 흑색 옷을 입게 함,http://sillok.history.go.kr/id/krb_11201001_001
40,1,1,1638년,[음]문서 대부분에 청의 연호를 사용하고 제향의 축사에는 명의 연호를 사용함,http://sillok.history.go.kr/id/kpa_11601001_001
41,1,1,1622년,[음]지진이 일어남,http://sillok.history.go.kr/id/kob_11401001_001
42,1,1,1601년,[음]임진왜란 이후 처음으로 백관에게 녹봉을 줌,http://sillok.history.go.kr/id/knb_13401001_001
43,1,1,1599년,[음]한응인을 명나라에 사은사로 보냄,http://sillok.history.go.kr/id/knb_13201001_002
44,1,1,1598년,[음]조명 연합군이 울산 도산성을 공격하여 토굴 속으로 달아난 가등청정을 포위함,http://sillok.history.go.kr/id/kna_13101001_009
45,1,1,1595년,[음]명나라가 일본군을 달래어 철수하도록 재촉함,http://sillok.history.go.kr/id/knb_12801001_001
46,1,1,1586년,[음]도호부에 향교 제독관을 신설하여 학식 있는 자를 선발하게 함,http://sillok.history.go.kr/id/knb_11901001_002
47,1,1,1569년,[음]이황이 원묘(原廟) 제도를 일부 개정하자고 주장하였으나 받아들이지 않음,http://sillok.history.go.kr/id/knb_10201001_003
48,1,1,1520년,[음]정조(正朝)의 회례연을 정지함,http://sillok.history.go.kr/id/kka_11501001_002
49,1,1,1495년,[음]성종의 반영정(半影幀)을 그리게 함,http://sillok.history.go.kr/id/kja_10101001_011
50,1,1,1489년,"[음]정조(正朝, 설날)의 하례를 정지함",http://sillok.history.go.kr/id/kia_12001001_001
51,1,1,1431년,[음]새해에 신하들이 인사를 올리는 의례에서 새로 만든 아악을 사용함,http://sillok.history.go.kr/id/kda_11301001_001
52,1,1,1430년,[음]경상·전라도 일대에 지진이 일어남,http://sillok.history.go.kr/id/kda_11201001_004
53,1,1,1425년,[음]전 참찬 김여지 죽음,http://sillok.history.go.kr/id/kda_10701001_002
54,1,1,1399년,[음]명나라의 건문 연호를 사용함,http://sillok.history.go.kr/id/kba_10101001_001
55,1,1,1364년,[음]최유가 덕흥군을 받들고 압록강을 건너 진격해옴,http://db.history.go.kr/id/kr_040r_0030_0010_0010
56,1,1,1362년,[음]복주에서 신년을 하례함,http://db.history.go.kr/id/kr_040r_0010_0010_0010
57,1,1,1357년,[음]신년하례연을 중지시키고 종실·관리 등에게 융복 차림으로 입시하게 함,http://db.history.go.kr/id/kr_039r_0020_0010_0010
58,1,1,1347년,[음]일식이 발생했으나 일관이 알리지 않음,http://db.history.go.kr/id/kr_037r_0050_0010_0010
59,1,1,1320년,[음]원에서 일식을 예보했으나 일식이 일어나지 않음,http://db.history.go.kr/id/kr_035r_0010_0010_0010
60,1,1,1281년,[음]원에서 왕통을 보내 조서를 내리고 수시력을 반포함,http://db.history.go.kr/id/kr_029r_0030_0010_0010
61,1,1,1160년,[음]왕이 흥국사에서 신년하례를 받음,http://db.history.go.kr/id/kr_018r_0080_0010_0010
62,1,1,1116년,[음]발해의 땅 동경에서 고영창이 반란을 일으킴,http://db.history.go.kr/id/cnkb_040r_0220_0040
63,1,1,1018년,[음]서경에 사신을 파견하여 태조의 제사를 지냄,http://db.history.go.kr/id/kr_004r_0110_0010_0010
64,1,1,1011년,"[음]거란군이 개경에 들어가 태묘, 궁궐 등을 불태움",http://db.history.go.kr/id/kr_004r_0040_0010_0010
65,1,2,2008년,제2의 남극 기지 건설 결정,http://db.history.go.kr/id/tcct_2008_01_02_0030
66,1,2,2005년,"서울 중앙 지방 검찰청, 내란 선동 혐의로 김용서(전 이화여대 교수)·조갑제( 월간조선 사장)에 무혐의 결정",http://db.history.go.kr/id/tcct_2005_01_02_0030
67,1,2,2004년,"현대 등 자동차 5개사, 2003년 자동차 판매 대수 386만 6,781대라고 발표",http://db.history.go.kr/id/tcct_2004_01_02_0020
68,1,2,1989년,"풍산 금속 안강 공장 폐쇄, 1천 7백여 명의 경찰을 투입하여 농성 중인 노동자 37명 연행",http://db.history.go.kr/id/tcct_1989_01_02_0010
69,1,2,1969년,"해·공군 참모 총장과 해병대 사령관, 최초로 4성 장군 진급",http://db.history.go.kr/id/tcct_1969_01_02_0010
70,1,2,1965년,베트남에 비둘기 부대(공병 대대·경비 대대) 추가 파병,http://db.history.go.kr/id/tcct_1965_01_02_0010
71,1,2,1959년,"미국 정부, 원자로(TRIGA MARK－II) 구매 보조금 35만 달러 제공을 한국 정부에 정식 통보",http://db.history.go.kr/id/tcct_1959_01_02_0020
72,1,2,1958년,"아이젠하워 미 대통령, 대한국민 항공사(KNA) 비행기의 미국 내 각 도시 전세 운항 허가 신청 승인",http://db.history.go.kr/id/tcct_1958_01_02_0020
73,1,2,1952년,"유엔군 사령부, 포로의 자유 의사에 의한 송환 원칙 제의",http://db.history.go.kr/id/tcct_1952_01_02_0030
74,1,2,1946년,"조산 공산당 북조선 분국(北朝鮮分局), 모스크바 3상 회의의 신탁 통치 지지 선언",http://db.history.go.kr/id/tcct_1946_01_02_0070
75,1,2,1924년,"〈동아일보〉, 이광수의 사설 「민족적 경륜」 5회 연속 게재",http://db.history.go.kr/id/tcmd_1924_01_02_0030
76,1,2,1910년,"일진회장 이용구(李容九), 사이토 통감을 방문하여 ‘한일 합방’ 실시 요청",http://db.history.go.kr/id/tcmd_1910_01_02_0010
77,1,2,1909년,순종 황제의 서북 지방 순행 때에 각 학교에서 일장기 게양에 반대하여 태극기만 게양함,http://db.history.go.kr/id/tcmd_1909_01_02_0020
78,1,2,1900년,"한국 신우편국, 최초로 미국 우편물 발송",http://db.history.go.kr/id/tcmd_1900_01_02_0030
79,1,2,1886년,"[음]노비 세습제 폐지, 새로 태어난 노비 자녀에게 노비 세습 금지",http://db.history.go.kr/id/tcmd_1886_01_02_0010
80,1,2,1838년,[음]정월 원일을 맞이해 공물·요역·환상을 탕감하여 줌,http://sillok.history.go.kr/id/kxa_10401002_002
81,1,2,1834년,[음]황강현을 황주목으로 승격함,http://sillok.history.go.kr/id/kwa_13401002_002
82,1,2,1826년,[음]충원현을 충주목으로 승격하고 공청도는 충청도로 회복함,http://sillok.history.go.kr/id/kwa_12601002_004
83,1,2,1818년,[음]남원현을 남원부로 승격함,http://sillok.history.go.kr/id/kwa_11801002_002
84,1,2,1807년,[음]영산현(靈山縣)에서 화재로 민가 150호가 연소됨,http://sillok.history.go.kr/id/kwa_10701002_002
85,1,2,1792년,[음]양양과 정평의 도호부 호칭을 회복시킴,http://sillok.history.go.kr/id/kva_11601002_005
86,1,2,1791년,[음]원춘도를 다시 강원도로 고침,http://sillok.history.go.kr/id/kva_11501002_004
87,1,2,1785년,[음]관리 추천법을 엄정히 시행하게 함,http://sillok.history.go.kr/id/kva_10901002_002
88,1,2,1783년,[음]쌀을 구걸하는 승려가 성 안에 들어오는 것을 금지함,http://sillok.history.go.kr/id/kva_10701002_003
89,1,2,1771년,[음]제언을 수축하고 분류하는 법을 엄히 지키게 함,http://sillok.history.go.kr/id/kua_14701002_003
90,1,2,1743년,[음]왕세자(사도 세자)가 홍진(홍역)을 앓음,http://sillok.history.go.kr/id/kua_11901002_001
91,1,2,1737년,[음]가난한 농민들이 토호의 노복(奴僕)이 되는 것을 금지함,http://sillok.history.go.kr/id/kua_11301002_003
92,1,2,1736년,[음]《경국대전(經國大典)》의 육전(六典)을 정리하게 함,http://sillok.history.go.kr/id/kua_11201002_001
93,1,2,1734년,[음]경상도 대구부에 괘서(글을 게시함) 사건이 발생함,http://sillok.history.go.kr/id/kua_11001002_001
94,1,2,1689년,"[음]공홍도를 충홍도로, 충원(忠原)을 충주로, 정천(定川)을 정주 등으로 승격시킴",http://sillok.history.go.kr/id/ksa_11501002_003
95,1,2,1575년,[음]인순 왕후(명종 비)가 죽음,http://sillok.history.go.kr/id/kna_10801002_001
96,1,2,1537년,[음]모화관 앞에 있는 홍문(紅門)을 영조문(迎詔門)으로 고침,http://sillok.history.go.kr/id/kka_13201002_001
97,1,2,1495년,[음]왕대비가 성종의 효성을 칭송하는 한글 교지를 내림,http://sillok.history.go.kr/id/kja_10101002_003
98,1,2,1489년,[음]김방이 모반을 공모했다고 재상 이봉(李封)·신준(申浚)·노공필(盧公弼) 등 여러 사람들을 무고한 사건이 발생함,http://sillok.history.go.kr/id/kia_12001002_001
99,1,2,1474년,[음]《경국대전(經國大典)》과 그 속록(續錄)을 다시 고쳐서 반포함,http://sillok.history.go.kr/id/kia_10501002_004
100,1,2,1467년,[음]변정원(노비에 관한 일을 맡은 관아)을 장례원으로 고침,http://sillok.history.go.kr/id/kga_11301002_001
101,1,2,930년,[음]재암성 장군 선필이 투항해 옴,http://db.history.go.kr/id/kr_001r_0140_0010_0010
102,1,3,2005년,"서울 지하철 7호선 방화 사건 발생, 객차 3량 전소, 승객 1백여 명 긴급 대피",http://db.history.go.kr/id/tcct_2005_01_03_0040
103,1,3,1996년,"한국 이동 통신, 부호 분할 다중 접속(CDMA) 방식 디지털 이동 전화 서비스 시작",http://db.history.go.kr/id/tcct_1996_01_03_0050
104,1,3,1992년,"정주영 현대 그룹 명예 회장, 경영 일선 은퇴 선언하고 1월 중순 신당 창당 발기 의사 발표",http://db.history.go.kr/id/tcct_1992_01_03_0010
105,1,3,1990년,"치안 본부, 10년 간(1980~1989) 사용 최루탄 총 186만 3,733발, 1/3이 1987년에 사용되었다고 발표",http://db.history.go.kr/id/tcct_1990_01_03_0020
106,1,3,1989년,"김집 체육부 장관, 평야에서 열리는 세계 청년 학생 축전에 체육 선수 파견 의사 표명",http://db.history.go.kr/id/tcct_1989_01_03_0010
107,1,3,1979년,"한국 은행, 1978년 국민 총생산 13조 6,933억 원·1인당 국민 총생산 1,242 달러로 잠정 집계",http://db.history.go.kr/id/tcct_1979_01_03_0020
108,1,3,1973년,"일본 고고학계, 조작 여부 가리기 위해 광개토왕비 현지 답사 주장",http://db.history.go.kr/id/tcct_1973_01_03_0020
109,1,3,1969년,"국회 의장 이효상, ‘3선 개헌 불가능’에 대한 반대 입장 표명",http://db.history.go.kr/id/tcct_1969_01_03_0010
110,1,3,1962년,"한국 영화인 단체 연합회, 문화 단체 통합에 따라 한국영화인 협회(이사장 윤봉춘)로 재발족",http://db.history.go.kr/id/tcct_1962_01_03_0030
111,1,3,1954년,"경부선 병점~오산 간 건널목에서 열차와 군 트럭 충돌, 사망 56명·부상 78명 발생",http://db.history.go.kr/id/tcct_1954_01_03_0020
112,1,3,1951년,수도를 부산으로 임시 이전(~1953.8),http://db.history.go.kr/id/tcct_1951_01_03_0010
113,1,3,1946년,"해군 전신 조선 해방 병단(朝鮮海防兵團), 경남 진해에서 첫 해상 훈련 실시",http://db.history.go.kr/id/tcct_1946_01_03_0030
114,1,3,1926년,"윤문열(尹文烈), 방화·총살·폭파 등의 내용을 담은 허무당 선언서(虛無黨宣言書) 약 300매 인쇄, 전국 각지에 우송한 혐의로 체포됨",http://db.history.go.kr/id/tcmd_1926_01_03_0160
115,1,3,1925년,"이여성(李如星) 등 20여 명, 북성회(北星會) 해산 후 일월회(一月會) 조직",http://db.history.go.kr/id/tcmd_1925_01_03_0100
116,1,3,1923년,"대한민국 임시 정부의 내분을 수습하기 위해 상해에서 개최된 대한민국 대표 회의(의장 김동삼), 개조파와 창조파 대립으로 결렬",http://db.history.go.kr/id/tcmd_1923_01_03_0010
117,1,3,1920년,"일본 각의, 조선에 일본 관세법 및 관세 정율(定率) 적용키로 결정",http://db.history.go.kr/id/tcmd_1920_01_03_0040
118,1,3,1908년,"민긍호(閔肯鎬)·이인영(李麟榮)·정환하(鄭煥夏)·신돌석(申乭石)·오영환(吳泳煥) 의병 부대 약 1,300명, 강원도 범동리 자작현에서 일본군과 공방전 전개",http://db.history.go.kr/id/tcmd_1908_01_03_0120
119,1,3,1904년,"경부 철도 주식 회사, 마산선 일부와 삼랑진, 낙동강 간 공사 착공",http://db.history.go.kr/id/tcmd_1904_01_03_0010
120,1,3,1886년,[음]미국인 타운센드(W D Tounsend)에게 수력·화력 공장 설립 지명,http://db.history.go.kr/id/tcmd_1886_01_03_0010
121,1,3,1835년,[음]파주의 옛 환곡과 계사년(1833년)·갑오년(1834년)의 전세·대동을 감함,http://sillok.history.go.kr/id/kxa_10101003_001
122,1,3,1829년,[음]진휼을 위해 부자들을 위협해 강제로 거두는 일을 금하게 함,http://sillok.history.go.kr/id/kwa_12901003_003
123,1,3,1812년,[음]평안 병사가 홍경래·김창시 등 적도의 동태에 대해 보고함,http://sillok.history.go.kr/id/kwa_11201003_004
124,1,3,1796년,[음]내탕전 1만 민(緡)을 내려 제주도 진휼 자금으로 쓰게 함,http://sillok.history.go.kr/id/kva_12001003_004
125,1,3,1790년,[음]평안도 자산부에 화재가 나서 민가 120호가 소실되어 이를 구휼함,http://sillok.history.go.kr/id/kva_11401003_002
126,1,3,1770년,[음]표류하여 임자도에 도착한 청나라 사람을 본토로 호송하게 함,http://sillok.history.go.kr/id/kua_14601003_004
127,1,3,1761년,[음]백성을 추문할 때 부모·형제·부인을 함께 잡아 가두는 것을 엄금함,http://sillok.history.go.kr/id/kua_13701003_002
128,1,3,1725년,[음]영조가 붕당의 폐단에 대하여 전교함,http://sillok.history.go.kr/id/kua_10101003_002
129,1,3,1711년,[음]죽은 사람에게 포를 징수하는(백골징포) 폐단을 변통하게 함,http://sillok.history.go.kr/id/ksa_13701003_001
130,1,3,1705년,[음]군제를 고쳐서 바로 잡는 절목을 공포함,http://sillok.history.go.kr/id/ksa_13101003_002
131,1,3,1696년,[음]이조에 명하여 치적으로 이름난 수령을 뽑아 아뢰게 함,http://sillok.history.go.kr/id/ksa_12201003_001
132,1,3,1671년,"[음]경상도에 굶주리는 사람 5,100여 명, 전염병 사망자 200여 명 집계",http://sillok.history.go.kr/id/kra_11201003_001
133,1,3,1646년,[음]왕을 시해하려 했다는 혐의를 받은 궁인 정렬(貞烈) 등을 대궐 안 옥에 가둠,http://sillok.history.go.kr/id/kpa_12401003_004
134,1,3,1642년,[음]병자호란으로 일시 중단했던 수령의 서경(인사 이동 시 대간의 승인을 받는 일)을 다시 실시함,http://sillok.history.go.kr/id/kpa_12001003_001
135,1,3,1635년,[음]백마산성에 모여 든 유민에게 둔전곡을 내어 주도록 함,http://sillok.history.go.kr/id/kpa_11301003_003
136,1,3,1628년,[음]인조가 후금의 사신을 접견함,http://sillok.history.go.kr/id/kpa_10601003_003
137,1,3,1507년,[윤]금주령을 내림,http://sillok.history.go.kr/id/kka_10201103_002
138,1,3,1475년,[음]판중추부사 어효첨 죽음,http://sillok.history.go.kr/id/kia_10601003_001
139,1,3,1461년,[음]공물의 대납을 엄격하게 금지함,http://sillok.history.go.kr/id/kga_10701003_003
140,1,3,1408년,[음]의정부의 서무를 육조로 이관함,http://sillok.history.go.kr/id/kca_10801003_002
141,1,3,1397년,[음]신덕 왕후를 정릉에 장사 지냄,http://sillok.history.go.kr/id/kaa_10601003_001
142,1,3,1259년,[음]야별초가 성주 기암성에서 몽고군을 물리침,http://db.history.go.kr/id/kr_024r_0090_0010_0020
143,1,3,1255년,[음]몽고군이 갑곶강 건너에 당도함,http://db.history.go.kr/id/kr_024r_0050_0010_0020
144,1,3,1029년,[음]천추태후 황보씨가 훙서함,http://db.history.go.kr/id/kr_005r_0070_0010_0010
145,1,3,1019년,[음]경성 근처에서 소손녕의 척후병을 격파함,http://db.history.go.kr/id/kr_004r_0120_0010_0010
146,1,3,927년,[음]왕이 친히 후백제의 용주를 정벌함,http://db.history.go.kr/id/kr_001r_0110_0010_0010
147,1,4,2006년,"코스피 지수, 증시 개장 50년 만에 1,400포인트 돌파",http://db.history.go.kr/id/tcct_2006_01_04_0010
148,1,4,2001년,"영화 ＜공동경비구역 JSA＞, 서울 관객 245만 돌파로 최다 관객 동원 기록 수립",http://db.history.go.kr/id/tcct_2001_01_04_0050
149,1,4,2000년,"남궁석 정보통신부 장관, Y2K(컴퓨터에서 2000년 이후의 연도를 제대로 인식하지 못하는 오류) 비상 상황 근무 해제 선언",http://db.history.go.kr/id/tcct_2000_01_04_0010
150,1,4,1996년,"대법원, 고문 치사 박종철 유족에 1억 7천여만 원 배상 판결하였으나 신원권 침해는 불인정",http://db.history.go.kr/id/tcct_1996_01_04_0040
151,1,4,1994년,"국회 법사위원회, 김구 암살 사건의 조사를 위한 〈백범 김구 선생 시해 진상 규명 소위원회〉(강신옥) 첫 가동",http://db.history.go.kr/id/tcct_1994_01_04_0010
152,1,4,1981년,"동양 통신·합동 통신이 통폐합되어 연합통신(YNA, 현재 연합뉴스) 창립",http://db.history.go.kr/id/tcct_1981_01_04_0030
153,1,4,1975년,"서울대, 일본어를 대입 선택 과목(제2 외국어)에서 제외한다고 발표",http://db.history.go.kr/id/tcct_1975_01_04_0060
154,1,4,1973년,"서울시, 영동·잠실 지구 신시가지 개발 계획 발표",http://db.history.go.kr/id/tcct_1973_01_04_0040
155,1,4,1968년,"최초의 투기 억제법인 〈부동산 투기 억제에 관한 특별 조치 세법 시행령, 대통령령 제3324호〉 공포",http://db.history.go.kr/id/tcct_1968_01_04_0010
156,1,4,1960년,"충주 비료 공장, 비료 생산에 필요한 원료인 암모니아 생산 성공",http://db.history.go.kr/id/tcct_1960_01_04_0030
157,1,4,1959년,"여당, ＜국가보안법＞ 무효 확인은 법질서 파괴라고 비난",http://db.history.go.kr/id/tcct_1959_01_04_0010
158,1,4,1946년,전기료를 두 배 인상. 한 개 전등의 경우에 1개월 기준 3원 부과,http://db.history.go.kr/id/tcct_1946_01_04_0060
159,1,4,1940년,"조선총독부, 조선 영화령(朝鮮映畵令, 칙령 제1호) 공포하여 조선 영화 제작·배급·상영 등에 통제를 가함",http://db.history.go.kr/id/tcmd_1940_01_04_0040
160,1,4,1924년,"의열단원 김지섭(金址燮), 일본 궁성 폭파 목적으로 이중교(二重橋)에 폭탄 투척하여 체포됨",http://db.history.go.kr/id/tcmd_1924_01_04_0020
161,1,4,1920년,"무장 단체인 철혈 광복단, 간도 용정촌 근방에서 조선은행 회령 지점 현금 수송차 습격하여 일본돈 15만원 탈취",http://db.history.go.kr/id/tcmd_1920_01_04_0010
162,1,4,1916년,"조선총독부, 조선에서 근무할 일본인 교원의 행동 규범인 ‘교원심득(敎員心得)’ 공포",http://db.history.go.kr/id/tcmd_1916_01_04_0020
163,1,4,1907년,계몽 운동 단체인 서우학회와 한북흥학회가 통합하여 서북학회 조직,http://db.history.go.kr/id/tcmd_1907_01_04_0020
164,1,4,1905년,"일본군 사령부, 경성 부근 치안을 일본 헌병대가 대행한다고 포고",http://db.history.go.kr/id/tcmd_1905_01_04_0010
165,1,4,1884년,[음]일본 제일은행과 개항장 해관세 취급 약정 조인,http://db.history.go.kr/id/tcmd_1884_01_04_0010
166,1,4,1859년,[음]고위 관리들에게 서울의 재행 있는 자를 천거하게 함,http://sillok.history.go.kr/id/kya_11001004_002
167,1,4,1786년,[음]곡물을 운반할 때 지방에서 강제로 빼앗는 폐단을 금지시킴,http://sillok.history.go.kr/id/kva_11001004_002
168,1,4,1775년,[음]궁방(宮房)의 무토면세(호조에서 거두어들일 결세(結稅)의 수세권을 주는 것)를 폐지함,http://sillok.history.go.kr/id/kua_15101004_001
169,1,4,1770년,[음]환곡의 초과 지급을 금지하고 군기 수선을 엄중히 하게 함,http://sillok.history.go.kr/id/kua_14601004_001
170,1,4,1766년,[음]서울 안 거지에게 양식을 주고 죄가 가벼운 죄수를 석방하게 함,http://sillok.history.go.kr/id/kua_14201004_002
171,1,4,1762년,[음]환과고독(鰥寡孤獨)에게 쌀과 베를 하사함,http://sillok.history.go.kr/id/kua_13801004_004
172,1,4,1757년,[음]유민 가운데 귀향하는 자는 돌아갈 동안의 양식을 지급하게 함,http://sillok.history.go.kr/id/kua_13301004_004
173,1,4,1707년,[음]동궁을 모해한 혐의로 국문을 받던 임부가 죽음,http://sillok.history.go.kr/id/ksa_13301004_002
174,1,4,1669년,[음]송시열의 건의에 따라 동성 혼인을 금지함,http://sillok.history.go.kr/id/kra_11001004_001
175,1,4,1600년,[음]명나라 장수와 일본의 정세 및 화친 문제를 논의함,http://sillok.history.go.kr/id/kna_13301004_002
176,1,4,1598년,[음]조명 연합군이 울산 도산성을 공격하다 큰 피해를 입음,http://sillok.history.go.kr/id/kna_13101004_002
177,1,4,1543년,[음]판중추부사 김안국 죽음,http://sillok.history.go.kr/id/kka_13801004_008
178,1,4,1507년,[윤]정승을 지내지 않은 유자광의 품계를 대광(大匡)으로 올림,http://sillok.history.go.kr/id/kka_10201104_004
179,1,4,1505년,[음]경연관을 진독관으로 고침,http://sillok.history.go.kr/id/kja_11101004_006
180,1,4,1481년,[음]노비 소송을 처결하는 단송도감(斷訟都監)을 설치함,http://sillok.history.go.kr/id/kia_11201004_003
181,1,4,1458년,[음]《신찬 국조보감(新撰國朝寶鑑)》을 완성함,http://sillok.history.go.kr/id/kga_10401004_003
182,1,4,1451년,[음]명나라 야선(也先)의 군사적 위협에 대한 방비를 논의함,http://sillok.history.go.kr/id/kea_10101004_004
183,1,4,1433년,[음]황희 등이 《신찬 경제속육전(新撰經濟續六典)》을 간행함,http://sillok.history.go.kr/id/kda_11501004_003
184,1,4,1414년,[음]비첩 소생에 대한 한품 속신법(품계를 제한하여 양민이 되게 하는 것)을 제정함,http://sillok.history.go.kr/id/kca_11401004_001
185,1,4,1404년,[음]각 도의 사신이 공무에 대해 계를 올리는 규정을 정함,http://sillok.history.go.kr/id/kca_10401004_002
186,1,4,1370년,[음]이성계가 군대를 거느리고 동북면을 출발함,http://db.history.go.kr/id/kr_042r_0010_0010_0020
187,1,4,1286년,[음]원이 수안과 곡주를 반환함,http://db.history.go.kr/id/kr_030r_0020_0010_0020
188,1,4,1135년,[음]묘청 등이 서경에서 반란을 일으킴,http://db.history.go.kr/id/kr_016r_0070_0010_0020
189,1,5,2008년,"대통령직 인수 위원회, 출자 총액 제한 제도 폐지 방침 발표(2009.3.3.국회, 출자 총액 제한제 폐지)",http://db.history.go.kr/id/tcct_2008_01_05_0020
190,1,5,2006년,"통일부, 2005년 남북 교역이 10억 5,575만 달러로 2004년 대비 51.5% 증가했다고 발표",http://db.history.go.kr/id/tcct_2006_01_05_0010
191,1,5,2000년,"하나로 통신, 무료 인터넷 전화 서비스 개시",http://db.history.go.kr/id/tcct_2000_01_05_0030
192,1,5,1991년,"100여 명의 군 의료 지원단을 사우디아라비아에 파병키로 결정(1991.1.14. 선발대 26명, 사우디아라비아로 출발)",http://db.history.go.kr/id/tcct_1991_01_05_0010
